drummer,session,bpm,genre
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,102,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,86,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,80,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,84,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,87,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,138,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,65,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,eval_session,105,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,80,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,94,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,120,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
drummer1,session1,95,0
